	HS578T	MCF7	MDA-MB-231	T47D	ZR-75B
PPIP5K2	0	0	0	0	0
PPL	0.136012	28.3398	0.228785	13.998	33.7557
PPM1A	15.8556	49.885	23.2293	42.2092	34.1498
PPM1AP1	0.295688	0.0792424	0.0569726	0	0.0274227
PPM1B	11.8383	10.997	18.152	13.6508	17.6273
PPM1D	2.38857	52.4615	5.12941	7.05044	8.18976
PPM1E	0	2.69829	2.04239	0.112818	5.51655
PPM1F	28.8701	8.14789	18.5685	12.1688	10.9131
PPM1G	72.2334	212.896	133.705	84.1557	141.245
PPM1H	2.5917	12.2218	2.03736	13.7189	6.37188
PPM1J	0.693779	8.85739	0.27767	16.8357	3.83582
PPM1K	5.465	8.00777	11.2919	11.1783	49.359
PPM1L	1.62574	2.32297	1.9797	4.86993	3.00321
PPM1M	14.116	5.83948	5.84334	7.00822	1.40726
PPM1N	1.86495	2.62827	1.30348	0.715957	5.46409
PPME1	30.0128	29.1872	44.1221	45.6257	13.8317
PPOX	6.24719	23.3095	10.0588	17.8067	13.4376
PPP1CA	91.8112	161.416	114.817	201.904	333.008
PPP1CB	49.4736	56.9484	44.1259	32.4218	49.2379
PPP1CC	57.9562	117.181	100.396	113.475	87.7755
PPP1R10	16.0083	17.7921	21.7223	27.7403	16.6118
PPP1R10	0	0	0	0	0
PPP1R10	0	0	0	0	0
PPP1R10	0	0	0	0	0
PPP1R10	0	0	0	0	0
PPP1R10	0	0	0	0	0
PPP1R10	0	0	0	0	0
PPP1R10P1	0	0	0	0	0
PPP1R11	33.5844	32.0398	22.0598	32.4482	21.5244
PPP1R11	0	0	0	0	0
PPP1R11	0	0	0	0	0
PPP1R11	0	0	0	0	0
PPP1R11	0	0	0	0	0
PPP1R11	0	0	0	0	0
PPP1R11	0	0	0	0	0
PPP1R11	0	0	0	0	0
PPP1R11P1	0	0.187134	0.20278	0.231729	0.386598
PPP1R11P2	0	0	0	0	0
PPP1R12A	25.3627	19.548	37.6333	15.7347	16.1717
PPP1R12B	3.83573	6.78609	2.13236	3.3452	5.62926
PPP1R12BP1	0.0106608	0.0257094	0.00923775	0.0210298	0.00890108
PPP1R12BP2	0	0	0	0	0
PPP1R12C	35.7327	11.3716	42.2013	12.8099	27.929
PPP1R13B	2.47792	19.7687	4.44762	19.1661	6.30917
PPP1R13L	26.2137	20.2007	17.8018	37.0406	26.7892
PPP1R14A	0	0	0	0	0
PPP1R14B	116.868	56.6633	74.2113	68.3385	60.382
PPP1R14BP2	0	0	0	0	0
PPP1R14BP3	273.033	127.769	165.078	156.747	134.751
PPP1R14C	0	0.0390991	1.25009	0.0159853	0.64313
PPP1R14D	0	0.0651201	0	0.426172	0
PPP1R15A	84.7626	9.66383	37.7602	5.71736	5.28558
PPP1R15B	7.65743	24.8412	18.203	19.8783	22.99
PPP1R16A	20.3425	32.604	13.8213	31.4888	31.8639
PPP1R16B	0	0.00698384	0	0	0
PPP1R17	0	0	0	0	0
PPP1R18	65.1759	8.37126	39.4867	10.3602	4.31218
PPP1R18	0	0	0	0	0
PPP1R18	0	0	0	0	0
PPP1R18	0	0	0	0	0
PPP1R18	0	0	0	0	0
PPP1R18	0	0	0	0	0
PPP1R18	0	0	0	0	0
PPP1R18	0	0	0	0	0
PPP1R1A	0.0290352	0.0935406	0	0.177073	1.33936
PPP1R1AP1	0	0	0	0	0
PPP1R1AP2	0.192963	0	0	0	0
PPP1R1B	0.425785	0.102691	0	0.352711	0.0595007
PPP1R1C	0.273608	0.0589045	7.49579	0.149268	53.7756
PPP1R2	21.3407	21.6775	9.74975	24.9347	17.0233
PPP1R21	4.3466	5.38661	6.08897	5.26068	5.19112
PPP1R26	0.0203996	28.0864	7.99757	12.5624	12.2962
PPP1R26P1	0	0	0	0	0
PPP1R26P2	0	0	0	0	0
PPP1R26P3	0	0	0	0	0
PPP1R26P5	0	0	0	0	0
PPP1R27	0	0.181341	0	0.0751898	0.17969
PPP1R2P1	0	0	0	0	0
PPP1R2P1	0	0	0	0	0
PPP1R2P1	0	0	0	0	0
PPP1R2P1	0	0	0	0	0
PPP1R2P1	0.103037	0.0828779	0.149185	0	0
PPP1R2P1	0	0	0	0	0
PPP1R2P1	0	0	0	0	0
PPP1R2P1	0	0	0	0	0
PPP1R2P10	0	0	0	0	0
PPP1R2P2	0	0	0	0	0
PPP1R2P3	7.26654	6.81788	3.51421	8.20072	6.11404
PPP1R2P4	1.64E-174	4.76E-24	0	0	8.81E-59
PPP1R2P5	0	0	0	0	0
PPP1R2P6	0	0	0.0637224	0.072648	0.0305719
PPP1R2P9	0	0	0	0	0
PPP1R32	0.325598	3.97667	0.12409	1.17791	0.23753
PPP1R35	11.2232	37.3197	21.5531	15.0114	17.4957
PPP1R36	0.325248	0.141863	0.131842	0.112883	0.15846
PPP1R37	14.9308	20.6254	10.2152	20.4569	25.8276
PPP1R3A	0	0.0598685	0	0	0
PPP1R3B	5.04733	7.3869	1.30002	3.66004	4.75552
PPP1R3C	1.02598	0	3.19919	0.444966	0
PPP1R3D	1.31115	5.9914	1.11417	6.542	9.04743
PPP1R3E	1.45976	2.20524	4.67953	2.69822	2.82506
PPP1R3F	0.817501	5.51884	2.42312	3.2788	3.97394
PPP1R3F	0	0	0	0	0
PPP1R3G	0.613533	0.0493188	0.106322	0.121018	0.0341514
PPP1R42	0	0.0417719	0	0.101678	1.67E-226
PPP1R7	70.587	30.8261	32.1624	49.2795	46.3207
PPP1R8	30.4725	14.7875	26.3472	31.618	36.0582
PPP1R8P1	0	0	0	0	0.0301929
PPP1R9A	0.204459	2.71835	3.95579	1.48633	2.48499
PPP1R9B	21.3018	28.7324	21.7148	31.3164	32.2248
PPP2CA	76.2757	65.2473	112.07	104.913	145.432
PPP2CB	89.2119	38.493	41.1734	24.7553	23.4318
PPP2R1A	176.564	149.419	158.028	165.065	173.949
PPP2R1B	15.9834	4.43693	16.4866	20.0308	13.2681
PPP2R1B	0	0	0	0	0
PPP2R2A	45.2284	24.2117	28.4592	32.5659	32.8929
PPP2R2B	3.92965	0	0	0	0.527873
PPP2R2B-IT1	0	0	0	0	0
PPP2R2C	0	46.3106	0.319852	23.7382	55.184
PPP2R2D	14.3815	17.8665	14.9722	17.8237	25.1347
PPP2R2D	0	0	0	0	0
PPP2R3A	12.184	3.66671	7.43302	4.23904	5.98582
PPP2R3B	5.96093	7.42399	7.0196	7.90085	7.20437
PPP2R3C	13.3974	9.72837	23.5143	7.96446	14.2253
PPP2R4	67.9431	120.382	65.79	150.569	85.5795
PPP2R5A	10.1226	12.4096	12.609	25.0776	26.7233
PPP2R5B	12.0358	3.94859	4.55927	7.64365	2.8796
PPP2R5C	30.1099	55.3048	33.3011	50.7792	36.1997
PPP2R5D	32.2182	19.6259	29.9309	30.4894	19.5271
PPP2R5E	15.4533	16.3329	13.9919	25.1308	20.604
PPP3CA	37.2639	13.4633	31.2854	21.9643	22.7294
PPP3CB	18.9572	23.589	28.3717	27.9772	104.011
PPP3CC	18.8169	4.0695	5.41085	2.62407	3.07648
PPP3R1	22.5132	27.0881	28.2574	18.0153	34.9668
PPP3R2	0	0	0.00869401	0	0.0167695
PPP4C	29.5359	95.4616	45.1521	91.2095	76.1356
PPP4R1	48.3232	20.4918	62.3234	19.504	32.7666
PPP4R1L	3.1323	4.22858	4.65956	0.449384	3.36986
PPP4R2	28.9021	15.5494	30.0486	18.8757	22.7906
PPP4R4	0.0262281	0	0.252777	13.1264	4.42321
PPP5C	46.7041	31.0564	67.1614	56.4912	72.5913
PPP5D1	0.429512	0.447853	0.120715	0.138452	0.703403
PPP6C	30.5451	46.1887	47.8914	70.05	51.3317
PPP6R1	35.295	23.6634	43.3496	23.2025	44.9931
PPP6R2	20.6207	25.2863	21.1383	11.0181	13.6434
PPP6R2P1	0	0	0	0	0
PPP6R3	38.1379	41.4494	54.7777	56.7876	134.952
PPRC1	12.984	13.4692	31.7201	23.3862	22.1845
PPT1	75.3169	48.7038	42.9247	73.4824	127.439
PPT2	0	0	0	0	0
PPT2	0	0	0	0	0
PPT2	0	0	0	0	0
PPT2	13.6938	16.5272	10.6885	15.9576	1.84339
PPT2	0	0	0	0	0
PPT2	0	0	0	0	0
PPT2	0	0	0	0	0
PPT2	0	0	0	0	0
PPT2	0	0	0	0	0
PPTC7	3.50483	5.73775	8.76209	3.97002	5.29403
PPWD1	12.6673	15.5555	14.5453	10.4188	19.9089
PPY	0	0	0	0	0
PPY2	0	0	0	0.0270189	0
PPYR1	0.0991283	0.239058	0.0572662	0	0
PPYR1	0	0	0	0	0
PQBP1	57.5291	45.6079	34.8138	78.7347	94.8581
PQBP1	0	0	0	0	0
PQLC1	18.6862	11.3792	6.66293	9.3513	14.8146
PQLC1P1	0	0	0	0	0
PQLC2	14.8485	8.37532	8.00354	15.4125	8.97861
PQLC3	5.38693	9.49124	9.74415	20.8876	33.7668
PRAC	0	0	0	0	0
PRADC1	8.99146	3.59623	9.90456	14.5468	20.849
PRAF2	34.308	13.8515	9.17116	27.2578	15.4458
PRAM1	0.0242006	0.249154	0.0578369	0	0
PRAME	16.0833	43.3912	0.132315	35.1097	59.8306
PRAMEF1	0	0	0	0	0
PRAMEF10	0	0	0	0	0
PRAMEF11	0	0	0	0	0
PRAMEF12	0	0	0	0	0.016556
PRAMEF13	0	0	0	0	0
PRAMEF14	0	0	0	0	0
PRAMEF15	0	0	0	0	0
PRAMEF16	0	0	0	0	0
PRAMEF17	0	0	0	0	0
PRAMEF18	0	0	0	0	0
PRAMEF19	0	0	0	0	0
PRAMEF2	0	0	0	0	0
PRAMEF20	0	0	0	0	0
PRAMEF21	0	0	0	0	0
PRAMEF22	0	0	0	0	0
PRAMEF3	0	0	0	0	0
PRAMEF4	0	0	0	0.0190659	0.0161433
PRAMEF5	0	0	0	0	0
PRAMEF6	0	0	0	0	0
PRAMEF7	0	0	0	0	0
PRAMEF8	0	0	0	0	0
PRAMEF9	0	0	0	0	0
PRAMEL	0	0	0	0	0
PRAP1	0	0.110747	0	5.23E-265	2.03E-52
PRB1	0	0	0	0	0
PRB2	0	0	0.108263	0	0
PRB3	0	0.545597	0	0	1.08869
PRB4	0	0	0	0	0
PRC1	119.759	68.2566	185.61	145.719	88.811
PRCC	23.6517	89.2133	37.2202	84.2267	73.4464
PRCD	0.164802	0.764088	1.41737	0.181935	0.266021
PRCP	54.3722	38.2469	62.4646	54.1208	16.5577
PRDM1	1.31982	0.0900953	0.49276	0.360082	0.161107
PRDM10	2.31871	3.77308	3.45365	3.21918	2.53826
PRDM11	1.8608	0.938977	4.81059	13.205	3.8879
PRDM12	0	0.218827	0.0604647	0.206425	0.0582955
PRDM13	0	0	0	0	0
PRDM14	0	0	0	0	0
PRDM15	3.15994	4.54252	3.78829	4.68996	3.88203
PRDM16	0	0.131378	0.237989	0.00896062	1.7154
PRDM2	9.8664	5.03672	5.69016	7.87032	10.9463
PRDM4	9.33917	16.8387	15.3098	11.7038	8.21109
PRDM5	2.0469	0.969631	6.02421	4.52959	3.84458
PRDM6	0.59106	0.351079	0.699772	1.06118	2.27483
PRDM7	0	0.0210602	0.015132	0	0.0118315
PRDM8	7.55529	0.0165629	25.8945	0	0.109494
PRDM9	0	0	0.103331	0	0
PRDX1	266.008	188.926	201.317	259.422	318.829
PRDX2	110.328	457.839	150.624	229.193	185.874
PRDX2P1	1.20727	3.00168	1.14441	1.59464	2.19624
PRDX3	80.7853	61.9224	114.041	88.288	126.282
PRDX3P1	0.631195	0.444149	0.730482	0.416135	0.877615
PRDX3P2	0.110999	0	0.257216	0.219938	0.185096
PRDX3P3	0	0	0	0	0
PRDX4	102.554	66.5104	99.5048	155.477	176.009
PRDX4P1	0	0	0	0	0
PRDX5	151.547	181.853	156.148	245.535	107.288
PRDX6	70.973	137.871	134.862	140.471	138.747
PREB	29.3166	27.5648	30.317	37.9118	57.504
PRED57	0	0	0	0	0
PRED58	0	0.0664582	0.0478247	0	0
PRED60	0	0	0	0	0
PRED62	0	0	0.137152	0	0
PRELID1	47.9538	63.7853	93.0865	73.7701	139.41
PRELID1P2	0	0	0	0	0
PRELID1P3	0	0	0	0	0
PRELID1P4	0.265431	0.10678	0.038473	0.219411	0.442454
PRELID2	13.5931	0.909475	8.15262	7.62996	9.4924
PRELID2P1	0	0	0	0	0
PRELP	0.0784452	0	0	0.00572371	0
PREP	18.016	13.1874	26.3493	16.0491	13.0678
PREPL	20.98	15.3472	13.5215	22.381	20.8725
PREX1	7.0802	66.1531	0.783294	100.46	94.5714
PREX2	0	0	0	0	0.168559
PRF1	0	0	0.139529	0	0
PRG2	0	0.0434362	0	0	0
PRG3	0	0	0	0	0
PRG4	0	0.0904545	0.0975764	0.078988	0.125332
PRH1	1.65E-07	3.78E-22	1.04E-21	1.44E-12	0.249342
PRH2	0.0982667	0.256876	0.474187	0.0324277	0.396098
PRH2	0	0	0	0	0
PRH2	0	0	0	0	0
PRHOXNB	0	0	0.074901	0	0
PRICKLE1	4.53429	0.880594	11.9913	0.28171	1.62869
PRICKLE2	8.79259	1.76339	3.2918	1.16015	0.137481
PRICKLE2-AS1	1.37E-62	7.93E-07	6.97E-37	1.02E-80	0.103092
PRICKLE2-AS2	0	0	0	0	0
PRICKLE2-AS3	2.94E-285	0	0.0152109	0	4.93E-164
PRICKLE3	2.90565	8.69859	2.5814	7.28777	6.37732
PRICKLE3	0	0	0	0	0
PRICKLE4	0.823008	2.19859	3.12693	4.79166	1.06946
PRIM1	12.9756	17.8517	18.4771	27.1695	31.3278
PRIM2	23.1446	5.20531	12.3685	16.4229	9.88352
PRIMA1	0	0.145583	0	0.853983	3.20792
PRINS	0	0.0814207	0	0.0181311	0.0150121
PRKAA1	66.9859	26.2271	43.6024	28.6919	27.1279
PRKAA2	0.244102	0.669566	3.16208	1.29258	1.77457
PRKAB1	7.02279	14.4888	8.07667	11.849	7.09181
PRKAB2	6.44401	12.2159	3.43513	7.8337	8.30055
PRKAB2	0	0	0	0	0
PRKACA	57.7049	52.4207	47.6125	45.877	28.813
PRKACB	19.7695	4.20968	31.934	5.29492	6.16902
PRKACG	0	0	0	0	0
PRKAG1	39.6291	82.8483	29.0602	107.666	50.9128
PRKAG2	9.45447	4.48272	18.7464	5.66711	7.83323
PRKAG2-AS1	0	2.57554	0.436442	0.404983	3.35592
PRKAG3	0	0	0	0	0
PRKAR1A	74.9848	113.374	130.859	116.304	131.169
PRKAR1AP	0	0	0	0	0
PRKAR1B	3.5099	7.9468	15.941	14.3919	11.7556
PRKAR2A	26.3897	4.73937	19.8697	21.5797	16.9246
PRKAR2A-AS1	0.321614	0.0966669	0.480842	1.0536	0.813607
PRKAR2B	5.70126	4.36568	5.45056	2.77436	5.18101
PRKCA	13.6522	0.553886	59.8156	1.79379	2.60584
PRKCB	0.118058	0.00501583	0	0	0
PRKCD	11.1963	46.7811	21.6731	8.01301	5.87801
PRKCDBP	83.4254	0	58.2996	0.0791248	0.0588931
PRKCE	2.71863	3.33413	8.24663	5.10628	3.07063
PRKCG	0	0.223257	0.0943333	0.150808	0.154654
PRKCH	1.89106	16.4706	5.56773	12.3611	9.91628
PRKCI	15.1258	24.9229	13.7329	26.9066	20.4928
PRKCQ	0	0	0.0389185	0	0
PRKCSH	201.579	245.081	146.827	137.139	88.672
PRKCZ	0.193522	19.2121	18.0459	15.5274	17.7136
PRKD1	7.33013	0.427363	0.0550956	0	1.79085
PRKD2	9.11316	13.5516	12.9189	7.55985	11.4129
PRKD3	19.1602	6.68598	18.7602	7.1996	15.175
PRKDC	103.953	29.2697	57.4737	74.5132	64.1108
PRKG1	2.17864	0.0764342	0.287546	0.214613	0.935837
PRKG2	0.487571	0.430668	0.662808	0.278702	0
PRKRA	18.2719	25.4043	17.8783	22.0498	10.5256
PRKRIP1	7.54248	24.0755	11.6543	12.9172	11.0182
PRKRIP1	0	0	0	0	0
PRKRIR	21.099	23.0998	18.8607	20.1328	12.9448
PRKRIRP1	0.189566	0.0444423	0.0821064	0.14795	0.085745
PRKRIRP2	0.0230037	0	0	0	0.0128064
PRKRIRP3	0.0345219	0.00924953	0.0132907	0.0226881	0.00640624
PRKRIRP4	0	0	0	0	0
PRKRIRP5	0	0	0	0	0
PRKRIRP6	0	0	0	0	0
PRKRIRP7	2.56018	2.53651	2.32393	2.48519	1.79692
PRKRIRP8	0	0	0.114479	0	0.124143
PRKRIRP9	0	0	0	0	0
PRKX	3.14967	13.1773	4.6319	4.18056	15.0189
PRKX-AS1	0	0	0	0	0
PRKXP1	0	0.120444	0.567693	0.0657368	0.36123
PRKY	0.334953	0.0247783	0.0219147	0.00906606	0.0880236
PRL	0	0	0	0	0
PRLH	0	0	0	0	0
PRLHR	0	0	0	0	0
PRLR	0.103463	24.6411	2.05723	440.791	14.177
PRM1	0	0	0	0	0
PRM2	0	0	0	0	0
PRM3	0	0	0	0	0
PRMT1	109.133	110.478	194.329	91.0841	138.96
PRMT10	3.86929	2.45419	4.07618	2.47503	4.36124
PRMT2	58.615	43.7218	44.1496	47.2645	26.3466
PRMT3	9.00562	5.74996	17.2049	18.4538	17.404
PRMT5	50.4592	51.5435	108.749	61.0499	84.6535
PRMT5-AS1	0.491559	0.101931	0.315373	1.05841e-312	0.293044
PRMT6	5.56022	36.2916	16.6779	15.0393	13.1835
PRMT7	17.5752	25.0242	41.6021	30.1435	67.9047
PRMT8	0	0	0	0	0
PRND	0	0.0102323	0	0	0
PRNP	143.633	6.85622	85.5014	11.589	9.96234
PRNT	0	0	0	0	0
PROB1	0	2.3372	0.689683	3.52115	1.72408
PROC	0	0.345797	0	0.406145	0.0647847
PROCA1	1.05415	4.75293	0.753124	3.07247	0.351266
PROCR	24.5404	9.45665	28.596	9.17947	3.99572
PRODH	0	1.97128	0.0867764	15.0372	101.566
PRODH2	0	0	0	0	0
PROK1	0	0.0328824	0.0236359	0	0.0227636
PROK2	0	0.0279426	0	0	0
PROKR1	0.0470497	0	0	0	0.104728
PROKR2	0	0	0	0	0
PROL1	0	0	0	0	0
PROM1	0.0391717	0.0298631	0.0491651	0.213327	0.0440942
PROM2	0.0319612	41.838	0.0304506	35.5533	8.90061
PROP1	0	0	0	0	0
PRORSD1P	0.218673	0.546842	0.533213	0	0.0541044
PROS1	4.06895	2.78202	13.1981	0.866457	2.71
PROSAPIP1	2.84157	0.700444	2.90395	4.46559	2.38454
PROSC	37.6505	10.6817	21.7164	53.0706	73.5992
PROSER1	5.93016	20.4484	13.9724	16.2992	17.2732
PROSP	0.0585577	0.00724155	0.166518	0.00592204	0.0250749
PROX1	0	0	0.372071	0.0939643	0.250383
PROX1-AS1	0	0.00778618	0.480777	0	0.222123
PROX1-IT1	0	0	0	0	0
PROX2	0.0159963	0.025714	0.0369415	0.235414	0
PROZ	0.0998761	0.029276	0.0420826	0	0.0810789
PRPF18	8.24996	11.0382	10.991	11.9231	7.71862
PRPF19	72.5353	49.5545	62.4087	134.621	60.6676
PRPF19P	0	0	0	0	0
PRPF3	17.2339	101.477	33.7142	33.5772	31.9987
PRPF3	0	0	0	0	0
PRPF31	53.8952	37.3303	56.8457	40.0498	65.8832
PRPF31	0	0	0	0	0
PRPF31	0	0	0	0	0
PRPF31	0	0	0	0	0
PRPF31	0	0	0	0	0
PRPF31	0	0	0	0	0
PRPF31	0	0	0	0	0
PRPF31	0	0	0	0	0
PRPF31	0	0	0	0	0
PRPF38A	20.2204	17.5869	15.4788	19.8367	14.4943
PRPF38B	21.2155	25.0002	46.0684	10.169	14.9311
PRPF39	9.32051	12.5386	20.9173	13.587	16.0656
PRPF4	15.7792	16.1194	24.7142	33.0837	17.4394
PRPF40A	52.5216	47.4388	63.3378	38.546	49.2428
PRPF40B	3.06464	9.82513	3.77018	12.289	6.36655
PRPF4B	19.464	19.8755	28.8204	22.5077	20.7071
PRPF6	38.8926	96.3452	42.3904	89.9148	63.5705
PRPF8	74.7131	107.692	126.629	83.1495	67.1168
PRPH	0	14.389	0.459064	3.88427	27.1294
PRPH2	0	0	0	0.0113376	0
PRPS1	29.2934	9.68825	55.7416	17.3213	42.1628
PRPS1L1	0.052066	0	0.0300989	0	0.0289708
PRPS1P1	0	0	0	0	0
PRPS1P2	0.55428	0.445677	1.21091	2.92055	2.50117
PRPS2	17.6768	11.1266	22.29	22.7827	58.7436
PRPSAP1	35.3587	56.3588	40.5408	69.9893	60.3582
PRPSAP2	16.2473	15.5975	24.8659	29.7239	12.228
PRR11	73.7977	49.5111	108.117	48.791	75.215
PRR12	6.78086	7.54615	8.68136	4.45155	7.05939
PRR13	47.0435	82.6936	73.6372	162.714	100.317
PRR14	8.2725	26.7583	12.5608	18.3367	15.8588
PRR14L	7.77071	10.4954	8.63625	6.34427	20.824
PRR15	0.526776	5.5081	0.0919555	7.27953	8.95139
PRR15L	0.248627	17.0743	0.0410411	18.8976	45.4685
PRR16	18.3986	0.0907212	12.6463	0.0811657	0.260089
PRR18	0	0.0153334	0.0869267	0.0125347	0.104748
PRR19	1.94146	0.36001	1.10929	1.61802	2.53851
PRR20A	0	0.00461034	0	0	0
PRR20B	0	0.00461034	0	0	0
PRR20C	0	0.00903731	0	0	0
PRR20D	0	0.00903731	0	0	0
PRR20E	0	0.00534117	0	0	0
PRR21	0	0	0	0	0
PRR22	0.743519	0.728221	1.35768	1.34955	0.700411
PRR23A	0	0	0.0130386	0	0.0125697
PRR23B	0	0	0	0	0
PRR23C	0	0	0	0	0
PRR24	4.50384	7.2999	3.25668	3.57071	7.63314
PRR25	0	0	0.0265037	0.0301764	0.0255188
PRR3	10.5024	29.5114	19.6175	7.48257	6.19836
PRR3	0	0	0	0	0
PRR3	0	0	0	0	0
PRR3	0	0	0	0	0
PRR3	0	0	0	0	0
PRR3	0	0	0	0	0
PRR3	0	0	0	0	0
PRR4	6.29054	3.87347	10.7605	3.50046	6.52465
PRR4	0	0	0	0	0
PRR4	0	0	0	0	0
PRR5	3.05881	7.91773	0.170326	7.44421	12.0748
PRR5-ARHGAP8	0.0233585	7.62148	0.0214198	1.803	1.11375
PRR5L	11.5794	1.00759	5.1023	0.134622	3.33562
PRR7	6.54839	16.1548	6.73814	3.64179	17.162
PRR7-AS1	1.0633	3.15578	2.37182	0.323964	1.00354
PRR9	0	0	0	0	0
PRRC1	38.1353	41.1519	35.6526	43.7004	67.6657
PRRC2A	63.4174	69.0253	82.0934	96.4223	53.6189
PRRC2A	0	0	0	0	0
PRRC2A	0	0	0	0	0
PRRC2A	0	0	0	0	0
PRRC2A	0	0	0	0	0
PRRC2A	0	0	0	0	0
PRRC2A	0	0	0	0	0
PRRC2B	23.0989	71.93	52.6343	83.8874	51.8078
PRRC2C	33.0473	39.8388	60.69	42.1948	97.9693
PRRC2CP1	0	0	0	0	0
PRRG1	4.27453	1.96351	2.29848	0.0443708	9.63007
PRRG1	0	0	0	0	0
PRRG2	0.426358	7.07442	0.201565	13.5356	4.81601
PRRG3	0	0	0	0	0
PRRG4	0.553106	1.34817	0.842619	8.08613	4.21096
PRRT1	2.62973	14.4055	2.62187	4.0321	1.49479
PRRT1	0	0	0	0	0
PRRT1	0	0	0	0	0
PRRT1	0	0	0	0	0
PRRT1	0	0	0	0	0
PRRT1	0	0	0	0	0
PRRT1	0	0	0	0	0
PRRT1	0	0	0	0	0
PRRT2	1.024	3.76519	0.413518	2.86919	0.466509
PRRT3	1.04533	6.37008	0.769738	4.06523	5.04114
PRRT3-AS1	10.2498	0.523868	3.74409	0.54563	0.238946
PRRT4	0	2.92415	0.0439345	0	1.07191
PRRX1	100.548	0.00948089	0.66439	0.0173041	0
PRRX2	4.42888	0	0.0259186	0.673807	13.6145
PRSS1	0.101326	0	0.215367	0	0
PRSS1	0	0	0	0	0
PRSS12	7.80305	1.3924	6.95028	0.05094	5.2743
PRSS16	0.0293313	7.52906	2.53487	4.23768	4.36931
PRSS2	0	0	0	0	0
PRSS21	27.5103	0	0	0.118105	0
PRSS22	0.21829	28.0218	0.121665	20.1032	3.03403
PRSS23	364.606	21.3825	480.136	10.6411	15.7865
PRSS27	0.113148	5.09617	0.265875	10.3189	0.193035
PRSS29P	0	1.34884	0	0	0
PRSS3	0.228217	0.112819	20.5626	0.197763	0
PRSS30P	0	5.92116	0.103024	0.0117233	0.228491
PRSS33	0	0.0731068	0.0184135	0	0
PRSS35	0.106352	0.102581	0.073696	0.0139775	0
PRSS36	0.0776573	2.76884	0.117947	0.211301	0.197753
PRSS37	0	0	0	0	0
PRSS38	0	0.0349621	0	0	0
PRSS3P1	0	0	0.0802318	0.0915225	0
PRSS3P1	0	0	0	0	0
PRSS3P2	0	0	0.390041	0	0
PRSS3P2	0	0	0	0	0
PRSS3P3	0	0	0	0	0
PRSS3P3	0	0	0	0	0
PRSS3P4	0	0	0	0	0
PRSS41	0	0	0	0	0
PRSS42	0	0	0	0	0
PRSS44	0	0	0	0	0
PRSS45	0	0	0	0	0
PRSS46	0	0	0	0	0
PRSS48	0	0	0.0680297	0	0
PRSS50	0	0	0.024649	0	0
PRSS51	0	0	1.70133	1.05071	0
PRSS53	0.399016	1.83656	0.438251	0.290426	0.153208
PRSS54	4.82E-38	2.78E-158	4.75E-66	4.20E-40	5.89E-56
PRSS55	0	0	0.0414531	0	0
PRSS57	0	1.51357	0	0	0
PRSS58	0	0	0	0	0
PRSS58	0	0	0	0	0
PRSS8	0.0565903	192.596	0.221936	40.2865	23.8825
PRTFDC1	0.529906	1.7997	35.1996	0.744028	0.675116
PRTG	2.58444	3.84635	6.27464	0.647457	0.862441
PRTN3	0	0.180953	0.0325304	0.465994	0.031304
PRUNE	3.19835	32.1877	8.87981	27.761	15.9887
PRUNE2	22.9038	0.446894	0.0424829	0.0347572	0.0106372
PRUNEP1	0	0	0	0	0
PRX	0.746352	3.17695	1.09661	1.63177	0.9586
PRY	0	0	0	0	0
PRY2	0	0	0	0	0
PRYP1	0	0	0	0	0
PRYP2	0	0	0	0	0
PRYP3	0	0	0	0	0
PRYP4	0	0	0	0	0
PRYP5	0	0	0	0	0
PRYP6	0	0	0	0	0
PSAP	265.183	418.774	600.79	233.52	396.35
PSAPL1	0.0107688	0	0	0.00707248	0
PSAT1	38.844	5.22743	26.4884	19.1477	8.33987
PSAT1P1	0	0	0	0	0
PSAT1P2	0	0	0	0	0
PSAT1P3	3.83834	0.446655	2.36476	1.79514	0.730671
PSAT1P4	1.88579	0.308563	0.77817	0.507131	0.532827
PSCA	7.41749	11.2837	1.00576	0.513908	0.496309
PSCA	0	0	0	0	0
PSD	0.0921114	2.29197	0.523463	0.587165	0.453542
PSD2	0.0447119	0.332404	0.00645243	0	0.0995873
PSD3	29.3348	2.53119	11.2127	0.0641149	3.19992
PSD4	2.21017	21.0733	2.68259	7.21363	6.82585
PSEN1	12.2145	18.8688	11.2828	36.1185	10.8926
PSEN2	11.6779	4.7604	14.8637	25.4641	19.8255
PSENEN	44.7452	26.3111	40.9049	61.1786	63.0591
PSG1	0.317144	0	0	0.178836	0
PSG10P	0.0214388	0	0	0	0
PSG11	0.0182503	0	0	0	0
PSG2	0.542157	0	0	0	0
PSG3	0.0515158	0	0	0.0338717	0
PSG4	5.12622	0.095596	0.0661331	0	0
PSG5	2.94756	0	0	0.00802064	0
PSG6	0.154225	0	0	0.0427778	0
PSG7	0.156052	0	0	0	0
PSG8	0.0444171	0.0305978	0	0.0125165	0
PSG9	0.260309	0.176045	0.0441915	3.72532	0
PSIP1	39.3311	12.7952	52.1032	20.1462	64.2592
PSKH1	6.68479	10.0821	13.3377	10.449	16.0171
PSKH2	0	0	0	0	0
PSMA1	104.537	63.0896	136.676	91.5246	155.239
PSMA1	1.51E-05	0.696163	0.394949	0.576413	5.06E-06
PSMA2	89.0703	80.6625	104.871	157.822	234.345
PSMA2P1	0	0	0.0563338	0	0
PSMA2P2	0	0	0	0	0
